Genes	CTRL_1	CTRL_2	IFNG_1	IFNG_2	POMALYST_1	POMALYST_2	POMIFNG_1	POMIFNG_2
KLRC4-KLRK1	0	0	0	0	0	0	0	3.21828e-07
KLRD1	0	0	0	0	0	0	0	0
KLRF1	0	0	0	0	0	0	0	0
KLRF2	0	0	0	0	0	0	0	0
KLRG1	1.74547	1.62102	1.74258	1.27926	1.04398	1.40058	1.11678	1.6893
KLRG2	0.0912768	0.582251	0.161369	0.206772	0.167224	0.466004	0.271538	0.400473
KLRK1	0	0	0	0	0	0	0	0
KMO	0.0159008	0.0228219	0.1012	0.0450258	0.00873934	0.0304425	0.0177387	0.0380532
KNCN	0	0	0	0	0	0	0	0
KNDC1	0.0305999	0.0409911	0.0714092	0.0970466	0.0874546	0.0292921	0.0955828	0.0219691
KNG1	0	0	0	0	0	0	0	0
KNSTRN	52.3135	50.3637	48.1283	52.3623	43.404	47.9512	43.0963	51.7729
KNTC1	9.45943	5.71175	6.3509	5.83196	7.37866	6.5452	6.18176	4.60299
KPNA1	13.3152	12.4543	12.0786	10.3776	13.0034	11.8012	13.6487	12.6822
KPNA2	337.25	355.129	370.707	362.756	285.894	349.529	309.755	354.809
KPNA3	29.9314	27.349	22.8041	20.7389	23.1234	19.2249	19.2579	20.2047
KPNA4	11.1021	11.0214	9.35419	10.2787	10.3023	9.78212	9.27109	8.85452
KPNA5	2.19943	1.42948	4.26989	4.11286	2.41768	1.54928	1.75921	1.78763
KPNA6	25.3095	21.5991	23.2487	21.8084	27.0444	23.5193	24.4631	20.8518
KPNA7	0	0	0	0	0	0	0	0
KPNB1	217.868	237.591	196.5	209.467	161.994	204.602	157.21	152.008
KPRP	0	0	0	0	0	0	0	0
KPTN	7.29532	8.58126	10.2695	10.3756	14.2296	18.4827	16.3382	17.7542
KRAS	14.3049	12.7701	8.81764	8.25199	11.1647	9.29091	9.55068	7.46008
KRBA1	7.702	8.80511	8.65176	9.53754	8.25724	9.97203	8.50971	7.28182
KRBA2	0.369076	0.331076	0.342558	0.548677	1.01425	0.309139	0.772001	0.303619
KRBOX1	0	0	0	0	0	0	0	0
KRBOX4	5.70788	5.81341	5.40233	5.96253	6.18524	6.22447	5.99489	7.87897
KRCC1	2.23189	1.8592	2.42317	2.67669	2.28018	2.16164	1.87471	3.55037
KREMEN1	21.7771	22.7861	61.872	57.7411	26.7451	25.6183	29.3076	24.8473
KREMEN2	5.46726	7.11929	5.09313	6.38579	5.07793	7.01773	4.81185	4.61206
KRI1	31.2671	33.6988	29.4795	26.3653	27.8699	28.992	28.7189	28.6469
KRIT1	7.50804	5.73102	6.07328	5.51368	7.55025	5.05237	6.05896	6.01457
KRR1	19.1232	16.228	15.4784	15.2665	17.1234	13.613	13.5369	13.6161
KRT1	0	0	0	0	0	0	0	0
KRT10	12.0222	14.0886	13.5301	15.8471	11.7647	15.4982	13.3884	18.8214
KRT12	0.158908	0.108607	0.0722406	0.0257129	0.0499078	0.195579	0.0506501	0.135819
KRT13	0	0	0	0	0	0	0	0
KRT14	0.113754	0	0.0301659	0.0322113	0	0	0.0317254	0.0340288
KRT15	0	0.0237689	0.0526998	0	0.0273059	0	0.166273	0.178345
KRT16	0	0	0	0	0.0295606	0	0	0
KRT16P1	0	0	0	0	0	0	0	0
KRT16P2	0	0	0	0	0	0	0	0
KRT16P3	0	0	0	0	0	0	0	0
KRT17	0	0	0	0	0	0	0	0
KRT18	11.6336	15.9243	12.7076	13.5204	12.2721	13.7964	13.4829	16.0463
KRT18P55	0	0	0	0	0.0255623	0.0222608	0.0259425	0
KRT19	0	0	0.0341683	0	0	0.0616698	0.179673	0
KRT19P2	0	0	0	0	0	0	0	0
KRT2	0	0	0	0	0	0	0	0
KRT20	0	0	0	0	0	0	0	0
KRT222	1.22227	1.57631	1.04285	0.872787	0.175246	0.33066	0.296421	0.286149
KRT23	0.104341	0.099838	0	0	0	0.0399526	0.0232802	0.0249704
KRT24	0	0	0	0	0	0	0	0
KRT25	0	0	0	0	0	0	0	0
KRT26	0	0	0	0	0	0	0	0
KRT27	0.173588	0.110731	0.0613776	0.0983088	0.0636046	0.166169	0.0645506	0.103856
KRT28	0	0	0.0290126	0	0	0	0	0
KRT3	0	0	0	0	0	0	0	0
KRT31	0	0	0	0	0	0	0	0
KRT32	0	0.0431253	0.0717123	0	0	0	0	0
KRT33A	0	0	0	0	0	0	0	0
KRT33B	0.0290362	0	0	0	0	0	0	0
KRT34	0	0	0	0	0	0	0	0
KRT35	0	0	0	0	0	0	0	0
KRT36	0.0565557	0.0811724	0.0899868	0.0640588	0	0	0.0315463	0.0338367
KRT37	0	0.0257142	0	0	0	0	0	0
KRT38	0	0	0	0	0	0	0	0
KRT39	0	0	0	0	0	0	0	0
KRT4	0	0	0	0	0	0	0	0
KRT40	0	0	0	0	0	0	0	0
KRT42P	0	0	0	0	0	0	0	0
KRT5	0	0	0	0	0	0	0	0
KRT6A	0.0720933	0.0172455	0.0191182	0	0	0	0	0
KRT6B	0.019497	0.0559668	0	0.0441673	0.0428635	0.0186638	0.0217506	0.0466595
KRT6C	0	0	0	0	0	0	0	0
KRT7	0	0	0	0	0	0	0	0
KRT71	0	0	0	0	0	0	0	0
KRT72	0	0	0	0	0	0	0	0
KRT73	0	0	0	0	0	0	0	0
KRT74	0	0	0	0	0	0	0	0
KRT75	0	0	0	0	0	0	0	0
KRT76	0	0	0	0	0	0	0	0
KRT77	0	0	0	0	0	0	0	0
KRT78	0	0	0	0	0	0	0	0
KRT79	0.108938	0.0625418	0.023111	0.049356	0.119748	0.0208564	0.0486116	0.0260705
KRT8	1.02139	1.22033	1.08199	1.27149	1.07756	1.46561	1.71074	0.885004
KRT80	0.066172	0.0105419	0	0.0249741	0	0.0211066	0	0.0131832
KRT81	0.142845	0.18224	0.20203	0.215728	0.02617	0.04558	0.185915	0.256388
KRT82	0	0	0	0	0	0	0	0
KRT83	0	0	0	0	0	0	0	0
KRT84	0	0	0	0	0	0	0	0
KRT85	0	0	0	0	0	0	0.0197423	0
KRT86	0.279438	0.0822704	0.45602	0.267817	0.212654	0.102883	0.335716	0.180045
KRT8P41	0	0	0	0	0	0	0	0
KRT9	0	0	0	0	0	0	0	0
KRTAP1-1	0	0	0	0	0	0	0	0
KRTAP1-3	0	0	0	0	0	0	0	0
KRTAP1-4	0	0	0	0	0	0	0	0
KRTAP1-5	0	0	0	0	0	0	0	0
KRTAP10-1	0	0	0	0	0	0	0	0
KRTAP10-10	0	0	0	0	0	0	0	0
KRTAP10-11	0	0	0	0	0	0	0	0
KRTAP10-12	0	0	0	0	0	0	0	0
KRTAP10-2	0	0	0	0	0	0	0	0
KRTAP10-3	0	0	0	0	0	0	0	0
KRTAP10-4	0	0	0	0	0	0	0	0
KRTAP10-5	0	0	0	0	0	0	0	0
KRTAP10-6	0	0	0	0	0	0	0	0
KRTAP10-7	0	0	0	0	0	0	0	0
KRTAP10-8	0	0	0	0	0	0	0	0
KRTAP10-9	0	0	0	0	0	0	0	0
KRTAP11-1	0	0	0	0	0	0	0	0
KRTAP12-1	0	0	0	0	0	0	0	0
KRTAP12-2	0	0	0	0	0	0	0	0
KRTAP12-3	0	0	0	0	0	0	0	0
KRTAP12-4	0	0	0	0	0	0	0	0
KRTAP13-1	0	0	0	0	0	0	0	0
KRTAP13-2	0.193328	0.246646	0.546857	0.145984	0	0	0.215673	0.0771106
KRTAP13-3	0	0	0	0	0	0	0	0
KRTAP13-4	0	0	0	0	0	0	0	0
KRTAP15-1	0	0	0	0	0	0	0	0
KRTAP16-1	0	0	0	0	0	0	0	0
KRTAP17-1	0	0	0	0	0	0	0	0
KRTAP19-1	2.91365	6.96976	5.40861	4.12524	2.40208	1.39456	2.43781	5.22961
KRTAP19-2	0	0	0	0	0	0	0	0
KRTAP19-3	0	0	0	0	0	0	0	0
KRTAP19-4	0	0	0	0	0	0	0	0
KRTAP19-5	0	0	0	0	0	0	0	0
KRTAP19-6	0	0	0	0	0	0	0	0
KRTAP19-7	0	0	0	0	0	0	0	0
KRTAP19-8	0	0	0	0	0	0	0	0
KRTAP2-1	0	0	0	0	0	0	0	0
KRTAP2-2	0	0	0	0	0	0	0	0
KRTAP2-3	0	0.0613652	0.136058	0.290565	0	0.245568	0	0
KRTAP2-4	0	0	0	0	0	0	0	0
KRTAP20-1	0	0	0	0	0	0	0	0
KRTAP20-2	0	0	0	0	0	0	0	0
KRTAP20-3	0	0	0	0	0	0	0	0
KRTAP20-4	0	0	0	0	0	0	0	0
KRTAP21-1	0	0	0	0	0	0	0	0
KRTAP21-2	0	0	0	0	0	0	0	0
KRTAP21-3	0	0	0	0	0	0	0	0
KRTAP22-1	0	0	0	0	0	0	0	0
KRTAP22-2	0	0	0	0	0	0	0	0
KRTAP23-1	0	0	0	0	0	0	0	0
KRTAP24-1	0	0	0	0	0	0	0	0
KRTAP25-1	0	0	0	0	0	0	0	0
KRTAP26-1	0	0	0	0	0	0	0	0
KRTAP27-1	0	0	0	0	0	0	0	0
KRTAP29-1	0	0	0	0	0	0	0	0
KRTAP3-1	0	0	0	0	0	0	0	0
KRTAP3-2	0	0	0	0	0	0	0	0
KRTAP3-3	0	0	0	0	0	0	0	0
KRTAP4-1	0	0	0	0	0	0	0.0873475	0
KRTAP4-11	0	0	0	0	0	0	0	0
KRTAP4-12	0	0	0	0	0	0	0	0
KRTAP4-2	0	0	0	0	0	0	0	0
KRTAP4-3	0	0	0	0	0	0	0	0
KRTAP4-4	0	0	0	0	0	0	0	0
KRTAP4-5	0	0	0	0	0	0	0	0
KRTAP4-6	0	0	0	0	0	0	0	0
KRTAP4-7	0	0	0	0	0	0	0	0
KRTAP4-8	0	0	0	0	0	0	0	0
KRTAP4-9	0	0	0	0	0	0	0	0
KRTAP5-1	0	0	0	0	0	0	0	0
KRTAP5-10	0	0	0	0	0.0530134	0	0	0
KRTAP5-11	0	0	0	0	0	0	0	0
KRTAP5-2	0.944551	1.80758	0.667952	1.57932	0.593303	1.16252	1.00355	0.914948
KRTAP5-3	0	0	0	0	0	0	0	0
KRTAP5-4	0	0	0	0	0	0	0	0
KRTAP5-5	0	0	0	0	0	0	0	0
KRTAP5-6	0	0.11489	0	0	0	0	0	0
KRTAP5-7	0	0	0	0	0	0	0	0
KRTAP5-8	0	0	0.0444657	0.0474806	0	0	0	0
KRTAP5-9	0.0417011	0	0.132703	0	0.0458391	0	0	0
KRTAP6-1	0	0	0	0	0	0	0	0
KRTAP6-2	0	0	0	0	0	0	0	0
KRTAP6-3	0	0	0	0	0	0	0	0
KRTAP7-1	0.171697	0	0.0910634	0	0.0943674	0.0821795	0	0.102725
KRTAP8-1	0	0	0	0	0	0	0	0
KRTAP9-1	0	0	0	0	0	0	0	0
KRTAP9-2	0	0	0	0	0	0	0	0
KRTAP9-3	0	0	0	0	0	0	0	0
KRTAP9-4	0	0	0	0	0	0	0	0
KRTAP9-8	0	0	0	0	0	0	0	0
KRTAP9-9	0	0	0	0	0	0	0	0
KRTCAP2	117.436	134.313	148.1	142.101	128.951	139.531	141.076	185.662
KRTCAP3	0.0607242	0	0.450928	0.0687803	0.600801	0.116263	0.203241	0
KRTDAP	0	0	0	0	0	0	0	0
KSR1	1.13686	0.916987	1.73413	1.7985	1.65246	1.25017	1.42549	0.697036
KSR2	0	0.0022842	0	0	0.00262411	0	0.00266314	0
KTI12	18.9291	23.0399	21.262	21.8113	15.2441	19.8824	17.7684	18.5095
KTN1	43.4774	37.2065	40.8512	36.3711	34.6118	33.0566	36.0506	30.9534
KTN1-AS1	0.311835	0.358053	0.132311	0.211923	0.377057	0.298508	0.487029	0.410449
KXD1	151.507	220.308	196.936	209.541	130.927	185.243	155.69	184.167
KY	0.0146291	0	0	0.00828496	0	0	0	0
KYNU	19.2377	17.9045	31.4036	27.147	14.8233	13.9523	15.145	14.9597
L1CAM	82.4363	107.391	73.4266	85.0867	90.4195	113.736	93.1996	83.9541
L1TD1	0	0	0	0	0	0	0	0
L2HGDH	2.34854	1.8095	1.87564	2.02601	3.01685	2.7906	2.719	2.58964
L3HYPDH	4.86144	3.92066	4.89891	5.07374	4.8858	4.5207	3.79633	3.24095
L3MBTL1	2.16633	1.59714	1.50648	1.29549	3.80679	2.37275	2.52903	1.58138
L3MBTL2	20.8901	24.3457	22.7898	23.9677	23.0819	25.5593	25.8823	25.1907
L3MBTL3	2.21481	2.44624	2.09232	2.0575	2.08105	2.26182	1.79491	1.69978
L3MBTL4	0.810811	0.673137	1.36598	1.2155	0.733986	0.570704	0.731602	0.699114
LACC1	3.4079	2.72687	3.49206	2.41368	4.24414	2.52396	3.51159	3.07223
LACE1	2.64739	2.21177	2.28429	1.67833	1.80252	1.92905	2.07178	1.89123
LACRT	0	0	0	0	0	0	0	0
LACTB	21.1176	21.3022	27.6977	26.8913	23.2184	19.1014	22.521	20.5843
LACTB2	8.52177	7.46004	6.95587	9.03622	8.0719	8.47576	6.77607	8.38899
LAD1	0.0920326	0.190798	0.0488116	0.0868686	0.0168609	0.117466	0.0684466	0.0367081
LAG3	0.113506	0.086886	0.0240802	0.0514258	0.199631	0.021731	0.126625	0.0271638
LAGE3	15.1802	20.0503	21.7194	24.363	18.1002	22.473	22.3358	31.4706
LAIR1	0.0473501	0.0604115	0	0.0357515	0.0173436	0.0453265	0.0176016	0.0755475
LAIR2	0.0945538	0	0	0	0	0	0	0
LALBA	0	0	0	0	0	0	0	0
LAMA1	39.7548	29.259	31.6431	30.7283	32.9313	34.2941	28.2932	21.7262
LAMA2	0.495832	0.518778	0.561877	0.609614	0.284163	0.34479	0.283662	0.283928
LAMA3	0.0306653	0	0.0315366	0.0260441	0.0337083	0.0455152	0.035361	0.0142213
LAMA4	4.55408	5.68038	3.69636	4.11608	3.77411	6.36183	4.24629	3.17986
LAMA5	2.63278	1.85514	2.73579	2.84025	3.57036	2.69832	2.66572	1.71214
LAMB1	40.5609	34.5194	36.7779	30.7033	38.9979	34.9098	36.9373	30.6784
LAMB2	24.04	25.2347	29.2313	31.3433	33.5585	30.8116	32.3841	26.3263
LAMB2P1	0.182692	0.116539	0.129193	0.103465	0.267762	0.174884	0.271744	0.364343
LAMB3	3.48095	4.41784	3.29478	3.52627	6.2994	4.40894	5.8417	6.15358
LAMB4	0.0498015	0.0136149	0	0.0241751	0.031282	0.0204313	0.0158736	0.0425653
LAMC1	56.8395	51.0145	51.4128	47.8099	55.4334	53.8497	52.6883	43.1501
LAMC2	0.0426421	0.014208	0.0565646	0.0252286	0.0613285	0.0355355	0.0579775	0.0533031
LAMC3	1.28285	1.22748	1.69373	1.73128	0.652568	1.3064	0.700336	0.530728
LAMP1	204.052	234.892	256.724	249.488	201.756	237.996	229.531	226.132
LAMP2	81.0981	65.971	84.5632	75.8527	82.3724	61.8897	71.5964	73.7533
LAMP3	0.0385972	0.098484	0.204709	0.408033	0.0424273	0.0492636	0.143528	0.0769744
LAMP5	0.047612	0.0227771	0.0252504	0.0750134	0.0485326	0.0455772	0.106234	0.113947
LAMTOR1	75.3509	83.377	97.2533	96.886	74.5453	92.6817	87.4882	115.701
LAMTOR2	66.6896	85.9692	94.1933	94.6995	64.5311	89.1929	76.0194	102.529
LAMTOR3	5.07667	4.41072	4.36058	4.11955	4.3373	3.71431	4.09955	4.91075
LAMTOR4	133.522	153.869	172.124	172.588	121.47	147.855	144.074	253.362
LAMTOR5	85.4594	75.7804	82.3661	78.6658	78.827	74.9486	78.3434	124.194
LANCL1	8.78785	6.6887	9.30263	6.78744	9.87099	5.1178	8.88096	7.76755
LANCL2	4.40826	4.6361	4.61425	4.65215	3.4048	4.53589	4.27868	4.68229
LANCL3	0.0132526	0.063422	0.0281204	0.0750814	0.0874328	0.125297	0.0863666	0.190363
LAP3	39.5537	41.92	255.664	226.066	37.506	41.9998	44.5311	48.7114
LAPTM4A	44.6802	39.0376	57.5364	58.0735	44.045	45.6137	48.304	58.2953
LAPTM4B	207.625	199.484	252.657	232.123	176.235	179.87	190.326	207.077
LAPTM5	0.577213	1.02843	0.57005	0.676335	0.897039	0.590651	0.710542	1.33373
LARGE	8.77593	9.33487	10.3889	10.3166	9.01969	10.2379	9.97655	9.29865
LARP1	102.042	88.8503	85.3172	79.7151	75.0993	84.0925	71.1671	51.9515
LARP1B	4.09661	4.00455	3.47069	2.85931	4.75174	4.05169	3.69352	3.61191
LARP4	32.9157	21.4609	25.4586	24.9133	27.8593	21.0779	22.6248	15.543
LARP4B	8.45618	7.6535	7.4885	6.7199	7.31555	7.69373	7.26857	6.60352
LARP6	42.7436	60.5751	59.1451	60.308	59.643	62.649	66.9179	77.5015
LARP7	15.9666	17.0154	15.699	17.7684	14.574	15.144	15.9851	15.6723
LARS	39.5943	37.4377	32.2535	32.5849	30.3653	34.3924	29.2892	29.2273
LARS2	17.7139	19.138	23.2683	22.5748	16.2375	19.4165	17.2771	16.7592
LARS2-AS1	0	0	0	0	0	0	0	0
LAS1L	35.5199	38.9365	33.4534	32.5465	28.0165	33.3545	31.8104	32.2931
LASP1	49.7172	59.9499	65.6771	64.4433	62.731	57.5902	68.0074	56.0394
LAT	12.315	16.9064	11.4827	12.9656	13.6592	13.7898	14.2009	15.5959
LAT2	0.203156	0.15119	0.287167	0.25418	0.074436	0.237691	0.193171	0.404685
LATS1	7.67967	4.76038	6.20617	5.0011	7.00397	5.9289	5.2464	2.65602
LATS2	5.44209	4.28406	6.63618	5.49815	5.10386	4.38695	4.7257	3.12968
LAX1	0	0	0	0.0163221	0	0	0	0
LAYN	6.2075	6.21807	6.04987	5.41828	4.89254	4.52096	5.42312	5.56844
LBH	7.22671	7.98953	7.50894	6.79611	6.12438	6.932	7.00684	7.19727
LBP	0	0	0.101985	0.272249	0	0.0230088	0.0268142	0.028761
LBR	22.1373	19.7227	15.7532	14.3858	19.205	14.003	16.4445	14.1044
LBX1	0.757529	1.73961	1.56691	1.32994	0.91597	1.99417	1.09861	0.815799
LBX2	1.40659	1.75278	2.01251	1.77845	2.51701	1.75354	2.37199	1.99623
LBX2-AS1	4.11117	4.48585	6.17795	5.5348	4.57859	5.12646	4.96854	4.81146
LCA5	0.277121	0.19445	0.274358	0.272032	0.660012	0.459814	0.504947	0.596874
LCA5L	0.0187488	0	0.0795507	0.106181	0.185483	0.0179475	0.0627474	0.112172
LCAT	1.19803	1.2248	0.995774	1.52177	1.77424	1.32965	1.57471	1.21316
LCE1A	0	0	0	0	0	0	0	0
LCE1B	0	0	0	0	0	0	0	0
LCE1C	0	0	0	0	0	0	0	0
LCE1D	0	0	0	0	0	0	0	0
LCE1E	0	0	0	0	0	0	0	0
LCE1F	0	0	0	0	0	0	0	0
LCE2A	1.42823	3.46904	2.33075	1.61771	0.603828	0.946515	0.490248	1.31461
LCE2B	0	0	0	0	0	0	0	0
LCE2C	0	0	0	0	0	0	0	0
LCE2D	0	0	0	0	0	0	0	0
LCE3A	0	0	0	0	0	0	0	0
LCE3B	0	0	0	0	0	0	0	0
LCE3C	0	0	0	0	0	0	0	0
LCE3D	0	0	0	0	0	0	0	0
LCE3E	0	0	0	0	0	0	0	0
LCE4A	0	0	0	0	0	0	0	0
LCE5A	0	0	0	0	0	0.0648164	0	0
LCE6A	0	0	0	0	0	0	0	0
LCK	0	0	0	0	0	0	0	0
LCLAT1	6.87678	5.81472	5.09596	4.42254	6.1835	5.3246	5.68788	5.01961
LCMT1	31.2633	28.9938	33.8771	29.4732	30.2933	32.2438	35.5303	41.5858
LCMT2	13.3651	12.8761	13.5444	12.5748	11.6489	12.8818	12.4192	10.5213
LCN1	0	0	0	0	0	0	0	0
LCN10	0.0223841	0.0428361	0	0.0507074	0	0	0.0249713	0
LCN12	0	0	0	0	0.0953895	0	0	0
LCN15	0	0	0.0794809	0.25461	0	0	0	0.0896588
LCN2	0	0	0	0	0	0.0644894	0	0.0806119
LCN6	0	0	0	0	0	0	0	0
LCN8	0	0	0	0	0	0	0	0
LCN9	0	0	0	0	0	0	0	0
LCNL1	0	0	0.0264154	0	0.0273738	0	0.027781	0
LCOR	2.44093	1.94613	1.82597	1.4096	3.19018	1.47512	2.39331	1.76862
LCORL	1.91765	1.88326	1.39413	1.17808	1.85728	1.18865	1.484	1.41004
LCP1	1.09069	0.96831	0.691784	0.547648	1.43377	1.18401	1.50527	1.38583
LCP2	0.438079	0.716087	1.99429	2.17086	0.240775	0.262098	0.285082	0.327622
LCT	0.00662504	0	0.00702748	0	0	0	0	0.0158548
LCTL	0.780253	0.665868	0.514485	0.740453	1.11266	0.847839	0.84691	1.08503
LDB1	29.8443	36.6543	27.7749	28.434	29.9164	34.4373	29.1518	25.6862
LDB2	0	0.0165788	0	0	0	0	0	0
LDB3	2.17407	2.59168	1.15185	1.32699	2.0084	2.34468	1.57138	1.4458
LDHA	1354.58	1575.2	1400.77	1401.84	947.436	1170.91	988.414	1264.3
LDHAL6A	0	0	0	0	0	0	0	0
LDHAL6B	0.0259513	0	0	0.0293942	0	0	0	0.0310528
LDHB	471.34	470.759	477.398	441.465	348.357	442.085	386.136	457.483
LDHC	0.319633	0.420522	1.01715	0.316783	0.39527	0.420713	0.445722	0.568143
LDHD	0.108584	0.129516	0.287172	0.229976	0.0495922	0.0863798	0.100666	0
LDLR	28.7738	32.8167	31.391	32.6488	19.6397	28.9086	19.1122	20.546
LDLRAD1	0	0	0	0	0	0	0	0
LDLRAD2	0.232863	0.38486	0.258236	0.251768	0.127985	0.253308	0.307011	0.265974
LDLRAD3	56.97	57.699	55.502	56.3524	38.8685	49.0803	40.3106	29.6175
LDLRAD4	2.70177	2.55155	2.17801	2.1765	3.17021	2.79507	2.87793	2.24709
LDLRAP1	21.2307	28.865	21.1707	25.6896	25.5005	33.353	28.8672	28.3253
LDOC1	2.95415	3.75779	4.49763	3.38543	3.89675	3.32693	5.23418	4.61612
LDOC1L	10.0136	10.3786	11.6723	10.9058	10.0136	10.4809	10.943	9.11347
LEAP2	0.584652	0.0799171	0.17719	0.567613	0.459048	0.479713	0.279526	0.299821
LECT1	0	0	0	0	0	0	0	0
LECT2	0	0	0	0	0	0	0	0
LEF1	20.177	22.4074	26.827	25.2785	26.6029	21.8633	25.0494	26.6541
LEF1-AS1	0.551926	0.77717	0.698458	0.599154	0.936058	1.31555	1.38008	1.09592
LEFTY1	0	0	0.0303816	0	0	0.0548354	0	0
LEFTY2	0	0	0	0	0	0	0	0
LEKR1	0.271455	0.268572	0.17309	0.382816	0.128558	0.216086	0.454327	0.132398
LELP1	0	0	0	0	0	0	0	0
LEMD1	0	0	0	0	0	0	0	0
LEMD1-AS1	0	0	0	0	0	0	0	0
LEMD2	27.9797	35.8354	36.4304	42.5587	34.3775	40.5922	36.7998	33.8229
LEMD3	8.08084	6.1471	7.1589	6.31393	9.99065	6.11623	7.69488	5.96732
LENEP	0	0.181822	0	0	0	0	0	0
LENG1	17.3425	26.7478	27.1437	26.9924	16.5972	26.121	17.9264	24.7424
LENG8	67.6781	33.8279	53.3509	52.7856	89.3245	42.3776	64.0375	38.0769
LENG9	3.46355	4.58522	3.44746	4.21862	2.6077	3.65616	2.69942	2.66832
LEO1	30.7229	34.6457	33.7617	35.6492	25.8846	36.0585	31.0629	33.7175
LEP	0	0	0	0	0	0	0	0
LEPR	0.147601	0.133648	0.156658	0.0970653	0.308416	0.254747	0.329414	0.375996
LEPRE1	25.9367	29.3358	29.3555	29.5982	28.7531	32.7638	32.3514	31.8984
LEPREL1	5.471	6.20511	4.77372	3.96018	6.18228	6.0718	5.93435	6.42773
LEPREL2	19.7002	33.3573	23.5597	29.7705	17.6895	29.7435	19.9556	22.2201
LEPREL4	12.7366	16.8357	15.5323	16.0696	17.3012	19.0716	19.4405	22.0833
LEPROT	15.796	16.0702	19.0552	18.3344	17.9353	15.7353	17.6232	19.5161
LEPROTL1	32.7731	32.0694	41.4837	39.9706	32.627	27.4572	31.2242	34.9724
LETM1	15.9636	17.7936	16.3488	14.7962	13.2743	17.0175	13.301	13.232
LETM2	0.382652	0.706132	0.527982	0.680518	0.574495	0.793638	0.857213	0.970978
LETMD1	14.1366	10.2686	13.0842	11.0583	17.0705	13.0954	18.8885	18.441
LEUTX	0	0	0	0	0	0	0	0
LFNG	3.01603	3.93152	2.99768	3.56434	5.64093	5.25013	5.6802	6.53656
LGALS1	963.235	1013.48	1214.66	1132.19	937.354	1037.12	1108.22	1653.93
LGALS12	1.19634	1.29708	1.74808	1.92871	1.81296	0.916292	2.40687	1.87688
LGALS13	0	0	0.231173	0	0	0	0	0
LGALS14	0	0	0	0	0	0	0	0
LGALS16	0	0	0	0	0	0	0	0
LGALS17A	0	0	3.48367	2.16155	0	0	0	0
LGALS2	0	0	0	0	0	0	0	0
LGALS3	538.759	626.489	513.556	566.332	311.748	478.969	313.761	550.623
LGALS3BP	309.417	471.702	831.339	845.494	319.735	431.272	437.741	470.843
LGALS4	0	0	0	0.0431462	0	0.0364646	0.0424954	0.0455808
LGALS7	0	0	0	0	0	0	0	0
LGALS7B	0	0	0	0	0	0	0	0
LGALS8	0.951938	1.08161	1.09738	0.968082	1.53182	1.07924	1.51163	1.48389
LGALS8-AS1	0.033035	0.126437	0.0350418	0.0374177	0.0726263	0	0.0737066	0
LGALS9	0.250258	0.379709	1.45662	1.89368	0.519745	0.292808	0.529839	0.739303
LGALS9B	0	0	0	0	0	0	0	0
LGALS9C	0	0	0	0	0	0	0	0.0642707
LGALSL	4.28455	4.12094	3.19908	3.26472	2.97262	2.74849	2.9051	3.59542
LGI1	0	0	0	0	0	0	0	0
LGI2	0.209746	0.225781	0.139055	0.126211	0.2882	0.28235	0.43873	0.290194
LGI3	1.60836	2.6364	1.28654	2.04572	1.44915	3.15497	1.50012	2.12961
LGI4	0.903377	1.12371	1.2617	1.91002	0.794416	1.09537	0.923808	1.04493
LGMN	17.6299	22.2676	52.0371	54.368	23.0507	24.998	27.4208	30.2471
LGR4	1.69187	1.72576	1.35444	1.35589	3.39493	1.56608	2.55513	2.21544
LGR5	0	0	0	0	0	0	0	0
LGR6	0.025695	0	0	0	0	0	0.0143304	0
LGSN	0.0444562	0.00768729	0.00852204	0.0167845	0.00883124	0	0	0.0192277
LHB	0.271013	1.03727	1.72485	2.30225	2.5322	1.29715	1.51168	1.13501
LHCGR	0	0	0	0	0	0	0	0
LHFP	16.7239	20.3105	27.292	29.0955	19.5923	18.492	20.6245	21.6253
LHFPL1	0.364736	0.274211	0.718514	0.737723	0.143189	0.374087	0.23251	0.249392
LHFPL2	18.4679	16.2308	13.7772	12.7617	13.0705	13.7385	12.6898	11.2233
LHFPL3	0.0135857	0	0.0288219	0	0.0149338	0	0	0.0162564
LHFPL3-AS1	126.371	124.425	96.4781	108.555	51.023	90.8543	41.1549	55.1099
LHFPL3-AS2	0.0249648	0.0238874	0.0264813	0	0.0274421	0	0.0557005	0.089617
LHFPL4	0.14637	0.123576	0.210059	0.175541	0.132501	0.12363	0.163288	0.123631
LHFPL5	0	0	0	0	0	0	0	0
LHPP	1.42916	2.60334	2.01148	2.49038	1.78237	2.44664	2.47972	3.15695
LHX1	0.487668	0.502516	0.464236	0.509876	0.701002	0.538645	0.836975	0.927668
LHX2	0.93347	0.753077	1.04842	1.01585	0.523109	0.700843	0.857592	0.262816
LHX3	0	0	0.0794646	0	0.0205773	0	0.0208834	0.0223997
LHX4	0.0242544	0.0232076	0.0514554	0.0274721	0.0533223	0.0232178	0.135289	0.116089
LHX5	0	0	0	0	0	0	0	0
LHX6	2.30365	3.13265	2.00121	1.82839	1.95739	2.82777	1.63825	1.85884
LHX8	0	0	0	0	0	0	0	0
LHX9	0	0.0335111	0.1486	0.269697	0.134745	0.0414415	0.117211	0.0259005
LIAS	4.17605	3.48016	2.83166	3.83773	3.83517	4.31864	3.93102	5.22574
